tripid,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
694,1,1,1,1,1,1,1,1,1
695,20,1,1,1,1,1,1,1,1
696,12,1,1,1,1,1,1,1,1
697,37,1,1,1,1,1,1,1,1
698,12,1,1,1,1,1,1,1,1
699,3,1,1,1,1,1,1,1,1
700,34,1,1,1,1,1,1,1,1
701,34,1,1,1,1,1,1,1,1
702,34,1,1,1,1,1,1,1,1
703,6,1,1,1,1,1,1,1,1
704,33,1,1,1,1,1,1,1,1
705,34,1,1,1,1,1,1,1,1
706,4,1,1,1,1,1,1,1,1
707,20,1,1,1,1,1,1,1,1
708,5,1,1,1,1,1,1,1,1
709,20,1,1,1,1,1,1,1,1
710,35,1,1,1,1,1,1,1,1
711,2,1,1,1,1,1,1,1,1
712,29,1,1,1,1,1,1,1,1
713,18,1,1,1,1,1,1,1,1
714,17,1,1,1,1,1,1,1,1
715,21,1,1,1,1,1,1,1,1
716,25,1,1,1,1,1,1,1,1
717,8,1,1,1,1,1,1,1,1
718,7,1,1,1,1,1,1,1,1
719,18,1,1,1,1,1,1,1,1
720,29,1,1,1,1,1,1,1,1
721,15,1,1,1,1,1,1,1,1
722,2,1,1,1,1,1,1,1,1
723,3,1,1,1,1,1,1,1,1
724,8,1,1,1,1,1,1,1,1
725,31,1,1,1,1,1,1,1,1
726,22,1,1,1,1,1,1,1,1
727,9,1,1,1,1,1,1,1,1
728,34,1,1,1,1,1,1,1,1
729,14,1,1,1,1,1,1,1,1
730,6,1,1,1,1,1,1,1,1
731,13,1,1,1,1,1,1,1,1
732,17,1,1,1,1,1,1,1,1
733,21,1,1,1,1,1,1,1,1
734,26,1,1,1,1,1,1,1,1
735,8,1,1,1,1,1,1,1,1
736,8,1,1,1,1,1,1,1,1
737,10,1,1,1,1,1,1,1,1
738,34,1,1,1,1,1,1,1,1
739,17,1,1,1,1,1,1,1,1
740,36,1,1,1,1,1,1,1,1
741,30,1,1,1,1,1,1,1,1
742,10,1,1,1,1,1,1,1,1
743,19,1,1,1,1,1,1,1,1
744,7,1,1,1,1,1,1,1,1
745,10,1,1,1,1,1,1,1,1
746,16,1,1,1,1,1,1,1,1
747,35,1,1,1,1,1,1,1,1
748,11,1,1,1,1,1,1,1,1
749,25,1,1,1,1,1,1,1,1
750,30,1,1,1,1,1,1,1,1
751,9,1,1,1,1,1,1,1,1
752,12,1,1,1,1,1,1,1,1
753,13,1,1,1,1,1,1,1,1
754,4,1,1,1,1,1,1,1,1
755,7,1,1,1,1,1,1,1,1
756,26,1,1,1,1,1,1,1,1
757,9,1,1,1,1,1,1,1,1
758,18,1,1,1,1,1,1,1,1
759,35,1,1,1,1,1,1,1,1
760,26,1,1,1,1,1,1,1,1
761,20,1,1,1,1,1,1,1,1
762,23,1,1,1,1,1,1,1,1
763,18,1,1,1,1,1,1,1,1
764,2,1,1,1,1,1,1,1,1
765,27,1,1,1,1,1,1,1,1
766,12,1,1,1,1,1,1,1,1
767,15,1,1,1,1,1,1,1,1
768,23,1,1,1,1,1,1,1,1
769,31,1,1,1,1,1,1,1,1
770,1,1,1,1,1,1,1,1,1
771,13,1,1,1,1,1,1,1,1
772,32,1,1,1,1,1,1,1,1
773,7,1,1,1,1,1,1,1,1
774,5,1,1,1,1,1,1,1,1
775,11,1,1,1,1,1,1,1,1
776,3,1,1,1,1,1,1,1,1
777,2,1,1,1,1,1,1,1,1
778,36,1,1,1,1,1,1,1,1
779,27,1,1,1,1,1,1,1,1
780,18,1,1,1,1,1,1,1,1
781,26,1,1,1,1,1,1,1,1
782,29,1,1,1,1,1,1,1,1
783,29,1,1,1,1,1,1,1,1
784,2,1,1,1,1,1,1,1,1
785,17,1,1,1,1,1,1,1,1
786,34,1,1,1,1,1,1,1,1
787,7,1,1,1,1,1,1,1,1
788,12,1,1,1,1,1,1,1,1
789,4,1,1,1,1,1,1,1,1
790,18,1,1,1,1,1,1,1,1
791,33,1,1,1,1,1,1,1,1
792,21,1,1,1,1,1,1,1,1
793,3,1,1,1,1,1,1,1,1
794,15,1,1,1,1,1,1,1,1
795,19,1,1,1,1,1,1,1,1
796,35,1,1,1,1,1,1,1,1
797,9,1,1,1,1,1,1,1,1
798,20,1,1,1,1,1,1,1,1
799,23,1,1,1,1,1,1,1,1
800,37,1,1,1,1,1,1,1,1
801,9,1,1,1,1,1,1,1,1
802,3,1,1,1,1,1,1,1,1
803,2,1,1,1,1,1,1,1,1
804,14,1,1,1,1,1,1,1,1
805,11,1,1,1,1,1,1,1,1
806,5,1,1,1,1,1,1,1,1
807,26,1,1,1,1,1,1,1,1
808,18,1,1,1,1,1,1,1,1
809,19,1,1,1,1,1,1,1,1
810,28,1,1,1,1,1,1,1,1
811,16,1,1,1,1,1,1,1,1
812,37,1,1,1,1,1,1,1,1
813,17,1,1,1,1,1,1,1,1
814,25,1,1,1,1,1,1,1,1
815,20,1,1,1,1,1,1,1,1
816,18,1,1,1,1,1,1,1,1
817,26,1,1,1,1,1,1,1,1
818,20,1,1,1,1,1,1,1,1
819,25,1,1,1,1,1,1,1,1
820,19,1,1,1,1,1,1,1,1
821,20,1,1,1,1,1,1,1,1
822,25,1,1,1,1,1,1,1,1
823,14,1,1,1,1,1,1,1,1
824,9,1,1,1,1,1,1,1,1
825,17,1,1,1,1,1,1,1,1
826,31,1,1,1,1,1,1,1,1
827,11,1,1,1,1,1,1,1,1
828,22,1,1,1,1,1,1,1,1
829,24,1,1,1,1,1,1,1,1
830,19,1,1,1,1,1,1,1,1
831,7,1,1,1,1,1,1,1,1
832,31,1,1,1,1,1,1,1,1
833,14,1,1,1,1,1,1,1,1
834,12,1,1,1,1,1,1,1,1
835,19,1,1,1,1,1,1,1,1
836,3,1,1,1,1,1,1,1,1
837,5,1,1,1,1,1,1,1,1
838,28,1,1,1,1,1,1,1,1
839,10,1,1,1,1,1,1,1,1
840,23,1,1,1,1,1,1,1,1
841,6,1,1,1,1,1,1,1,1
842,27,1,1,1,1,1,1,1,1
843,35,1,1,1,1,1,1,1,1
844,9,1,1,1,1,1,1,1,1
845,12,1,1,1,1,1,1,1,1
846,33,1,1,1,1,1,1,1,1
847,18,1,1,1,1,1,1,1,1
848,9,1,1,1,1,1,1,1,1
849,14,1,1,1,1,1,1,1,1
850,11,1,1,1,1,1,1,1,1
851,18,1,1,1,1,1,1,1,1
852,9,1,1,1,1,1,1,1,1
853,24,1,1,1,1,1,1,1,1
854,33,1,1,1,1,1,1,1,1
855,27,1,1,1,1,1,1,1,1
856,9,1,1,1,1,1,1,1,1
857,23,1,1,1,1,1,1,1,1
858,1,1,1,1,1,1,1,1,1
859,15,1,1,1,1,1,1,1,1
860,15,1,1,1,1,1,1,1,1
861,28,1,1,1,1,1,1,1,1
862,17,1,1,1,1,1,1,1,1
863,2,1,1,1,1,1,1,1,1
864,5,1,1,1,1,1,1,1,1
865,10,1,1,1,1,1,1,1,1
866,17,1,1,1,1,1,1,1,1
867,35,1,1,1,1,1,1,1,1
868,28,1,1,1,1,1,1,1,1
869,23,1,1,1,1,1,1,1,1
870,8,1,1,1,1,1,1,1,1
871,10,1,1,1,1,1,1,1,1
872,37,1,1,1,1,1,1,1,1
873,25,1,1,1,1,1,1,1,1
874,22,1,1,1,1,1,1,1,1
875,32,1,1,1,1,1,1,1,1
876,20,1,1,1,1,1,1,1,1
877,31,1,1,1,1,1,1,1,1
878,14,1,1,1,1,1,1,1,1
879,32,1,1,1,1,1,1,1,1
880,17,1,1,1,1,1,1,1,1
881,14,1,1,1,1,1,1,1,1
882,18,1,1,1,1,1,1,1,1
883,10,1,1,1,1,1,1,1,1
884,32,1,1,1,1,1,1,1,1
885,29,1,1,1,1,1,1,1,1
886,5,1,1,1,1,1,1,1,1
887,2,1,1,1,1,1,1,1,1
888,35,1,1,1,1,1,1,1,1
889,21,1,1,1,1,1,1,1,1
890,9,1,1,1,1,1,1,1,1
891,17,1,1,1,1,1,1,1,1
892,36,1,1,1,1,1,1,1,1
893,1,1,1,1,1,1,1,1,1
894,6,1,1,1,1,1,1,1,1
895,12,1,1,1,1,1,1,1,1
896,13,1,1,1,1,1,1,1,1
897,19,1,1,1,1,1,1,1,1
898,28,1,1,1,1,1,1,1,1
899,16,1,1,1,1,1,1,1,1
900,29,1,1,1,1,1,1,1,1
901,11,1,1,1,1,1,1,1,1
902,31,1,1,1,1,1,1,1,1
903,32,1,1,1,1,1,1,1,1
904,33,1,1,1,1,1,1,1,1
905,10,1,1,1,1,1,1,1,1
906,2,1,1,1,1,1,1,1,1
907,10,1,1,1,1,1,1,1,1
908,18,1,1,1,1,1,1,1,1
909,10,1,1,1,1,1,1,1,1
910,20,1,1,1,1,1,1,1,1
911,31,1,1,1,1,1,1,1,1
912,1,1,1,1,1,1,1,1,1
913,35,1,1,1,1,1,1,1,1
914,11,1,1,1,1,1,1,1,1
915,24,1,1,1,1,1,1,1,1
916,3,1,1,1,1,1,1,1,1
917,6,1,1,1,1,1,1,1,1
918,30,1,1,1,1,1,1,1,1
919,18,1,1,1,1,1,1,1,1
920,12,1,1,1,1,1,1,1,1
921,18,1,1,1,1,1,1,1,1
922,37,1,1,1,1,1,1,1,1
923,35,1,1,1,1,1,1,1,1
924,13,1,1,1,1,1,1,1,1
925,24,1,1,1,1,1,1,1,1
926,25,1,1,1,1,1,1,1,1
927,37,1,1,1,1,1,1,1,1
928,2,1,1,1,1,1,1,1,1
929,30,1,1,1,1,1,1,1,1
930,15,1,1,1,1,1,1,1,1
931,34,1,1,1,1,1,1,1,1
932,13,1,1,1,1,1,1,1,1
933,31,1,1,1,1,1,1,1,1
934,9,1,1,1,1,1,1,1,1
935,35,1,1,1,1,1,1,1,1
936,18,1,1,1,1,1,1,1,1
937,22,1,1,1,1,1,1,1,1
938,21,1,1,1,1,1,1,1,1
939,9,1,1,1,1,1,1,1,1
940,13,1,1,1,1,1,1,1,1
941,24,1,1,1,1,1,1,1,1
942,10,1,1,1,1,1,1,1,1
943,18,1,1,1,1,1,1,1,1
944,29,1,1,1,1,1,1,1,1
945,6,1,1,1,1,1,1,1,1
946,31,1,1,1,1,1,1,1,1
947,31,1,1,1,1,1,1,1,1
948,15,1,1,1,1,1,1,1,1
949,6,1,1,1,1,1,1,1,1
950,36,1,1,1,1,1,1,1,1
951,19,1,1,1,1,1,1,1,1
952,26,1,1,1,1,1,1,1,1
953,37,1,1,1,1,1,1,1,1
954,1,1,1,1,1,1,1,1,1
955,18,1,1,1,1,1,1,1,1
956,32,1,1,1,1,1,1,1,1
957,23,1,1,1,1,1,1,1,1
958,35,1,1,1,1,1,1,1,1
959,14,1,1,1,1,1,1,1,1
960,8,1,1,1,1,1,1,1,1
961,21,1,1,1,1,1,1,1,1
962,12,1,1,1,1,1,1,1,1
963,17,1,1,1,1,1,1,1,1
964,8,1,1,1,1,1,1,1,1
965,12,1,1,1,1,1,1,1,1
966,25,1,1,1,1,1,1,1,1
967,11,1,1,1,1,1,1,1,1
968,36,1,1,1,1,1,1,1,1
969,20,1,1,1,1,1,1,1,1
970,36,1,1,1,1,1,1,1,1
971,15,1,1,1,1,1,1,1,1
972,13,1,1,1,1,1,1,1,1
973,27,1,1,1,1,1,1,1,1
974,19,1,1,1,1,1,1,1,1
975,22,1,1,1,1,1,1,1,1
976,35,1,1,1,1,1,1,1,1
977,1,1,1,1,1,1,1,1,1
978,14,1,1,1,1,1,1,1,1
979,36,1,1,1,1,1,1,1,1
980,20,1,1,1,1,1,1,1,1
981,5,1,1,1,1,1,1,1,1
982,4,1,1,1,1,1,1,1,1
983,1,1,1,1,1,1,1,1,1
984,27,1,1,1,1,1,0,0,0
985,15,1,1,1,1,1,0,0,0
986,31,1,1,1,1,1,0,0,0
987,25,1,1,1,1,1,0,0,0
988,15,1,1,1,1,1,0,0,0
989,1,1,1,1,1,1,0,0,0
990,37,1,1,1,1,1,0,0,0
991,22,1,1,1,1,1,0,0,0
992,6,1,1,1,1,1,0,0,0
993,8,1,1,1,1,1,0,0,0
994,8,1,1,1,1,1,0,0,0
995,16,1,1,1,1,1,0,0,0
996,29,1,1,1,1,1,0,0,0
997,36,1,1,1,1,1,0,0,0
998,2,1,1,1,1,1,0,0,0
999,33,1,1,1,1,1,0,0,0
1000,31,1,1,1,1,1,0,0,0
1001,30,1,1,1,1,1,0,0,0
1002,5,1,1,1,1,1,0,0,0
1003,16,1,1,1,1,1,0,0,0
1004,27,1,1,1,1,1,0,0,0
1005,5,1,1,1,1,1,0,0,0
1006,33,1,1,1,1,1,0,0,0
1007,29,1,1,1,1,1,0,0,0
1008,10,1,1,1,1,1,0,0,0
1009,2,1,1,1,1,1,0,0,0
1010,1,1,1,1,1,1,0,0,0
1011,4,1,1,1,1,1,0,0,0
1012,25,1,1,1,1,1,0,0,0
1013,1,1,1,1,1,1,0,0,0
1014,9,1,1,1,1,1,0,0,0
1015,5,1,1,1,1,1,0,0,0
1016,27,1,1,1,1,1,0,0,0
1017,14,1,1,1,1,1,0,0,0
1018,21,1,1,1,1,1,0,0,0
1019,32,1,1,1,1,1,0,0,0
1020,17,1,1,1,1,1,0,0,0
1021,13,1,1,1,1,1,0,0,0
1022,17,1,1,1,1,1,0,0,0
1023,19,1,1,1,1,1,0,0,0
1024,6,1,1,1,1,1,0,0,0
1025,12,1,1,1,1,1,0,0,0
1026,34,1,1,1,1,1,0,0,0
1027,3,1,1,1,1,1,0,0,0
1028,8,1,1,1,1,1,0,0,0
1029,27,1,1,1,1,1,0,0,0
1030,30,1,1,1,1,1,0,0,0
1031,14,1,1,1,1,1,0,0,0
1032,23,1,1,1,1,1,0,0,0
1033,15,1,1,1,1,1,0,0,0
1034,2,1,1,1,1,1,0,0,0
1035,35,1,1,1,1,1,0,0,0
1036,7,1,1,1,1,1,0,0,0
1037,23,1,1,1,1,1,0,0,0
1038,4,1,1,1,1,1,0,0,0
1039,18,1,1,1,1,1,0,0,0
1040,37,1,1,1,1,1,0,0,0
1041,12,1,1,1,1,1,0,0,0
1042,6,1,1,1,1,1,0,0,0
1043,23,1,1,1,1,1,0,0,0
1044,3,1,1,1,1,1,0,0,0
1045,17,1,1,1,1,1,0,0,0
1046,4,1,1,1,1,1,0,0,0
1047,1,1,1,1,1,1,0,0,0
1048,35,1,1,1,1,1,0,0,0
1049,16,1,1,1,1,1,0,0,0
1050,7,1,1,1,1,1,0,0,0
1051,20,1,1,1,1,1,0,0,0
1052,3,1,1,1,1,1,0,0,0
1053,33,1,1,1,1,1,0,0,0
1054,16,1,1,1,1,1,0,0,0
1055,27,1,1,1,1,1,0,0,0
1056,1,1,1,1,1,1,0,0,0
1057,36,1,1,1,1,1,0,0,0
1058,6,1,1,1,1,1,0,0,0
1059,19,1,1,1,1,1,0,0,0
1060,35,1,1,1,1,1,0,0,0
1061,21,1,1,1,1,1,0,0,0
1062,11,1,1,1,1,1,0,0,0
1063,36,1,1,1,1,1,0,0,0
1064,18,1,1,1,1,1,0,0,0
1065,25,1,1,1,1,1,0,0,0
1066,25,1,1,1,1,1,0,0,0
1067,24,1,1,1,1,1,0,0,0
1068,17,1,1,1,1,1,0,0,0
1069,1,1,1,1,1,1,0,0,0
1070,3,1,1,1,1,1,0,0,0
1071,17,1,1,1,1,1,0,0,0
1072,23,1,1,1,1,1,0,0,0
1073,22,1,1,1,1,1,0,0,0
1074,24,1,1,1,1,1,0,0,0
1075,21,1,1,1,1,1,0,0,0
1076,5,1,1,1,1,1,0,0,0
1077,1,1,1,1,1,1,0,0,0
1078,15,1,1,1,1,1,0,0,0
1079,21,1,1,1,1,1,0,0,0
1080,33,1,1,1,1,1,0,0,0
1081,24,1,1,1,1,1,0,0,0
1082,7,1,1,1,1,1,0,0,0
1083,27,1,1,1,1,1,0,0,0
1084,13,1,1,1,1,1,0,0,0
1085,6,1,1,1,1,1,0,0,0
1086,32,1,1,1,1,1,0,0,0
1087,21,1,1,1,1,1,0,0,0
1088,16,1,1,1,1,1,0,0,0
1089,18,1,1,1,1,1,0,0,0
1090,25,1,1,1,1,1,0,0,0
1091,24,1,1,1,1,1,0,0,0
1092,19,1,1,1,1,1,0,0,0
1093,33,1,1,1,1,1,0,0,0
1094,37,1,1,1,1,1,0,0,0
1095,1,1,1,1,1,1,0,0,0
1096,1,1,1,1,1,1,0,0,0
1097,21,1,1,1,1,1,0,0,0
1098,34,1,1,1,1,1,0,0,0
1099,27,1,1,1,1,1,0,0,0
1100,22,1,1,1,1,1,0,0,0
1101,37,1,1,1,1,1,0,0,0
1102,31,1,1,1,1,1,0,0,0
1103,28,1,1,1,1,1,0,0,0
1104,7,1,1,1,1,1,0,0,0
1105,22,1,1,1,1,1,0,0,0
1106,22,1,1,1,1,1,0,0,0
1107,32,1,1,1,1,1,0,0,0
1108,27,1,1,1,1,1,0,0,0
1109,29,1,1,1,1,1,0,0,0
1110,23,1,1,1,1,1,0,0,0
1111,20,1,1,1,1,1,0,0,0
1112,32,1,1,1,1,1,0,0,0
1113,33,1,1,1,1,1,0,0,0
1114,10,1,1,1,1,1,0,0,0
1115,13,1,1,1,1,1,0,0,0
1116,34,1,1,1,1,1,0,0,0
1117,1,1,1,1,1,1,0,0,0
1118,37,1,1,1,1,1,0,0,0
1119,1,1,1,1,1,1,0,0,0
1120,36,1,1,1,1,1,0,0,0
1121,5,1,1,1,1,0,1,0,0
1122,31,1,1,1,1,0,1,0,0
1123,8,1,1,1,1,0,1,0,0
1124,6,1,1,1,1,0,1,0,0
1125,25,1,1,1,1,0,1,0,0
1126,27,1,1,1,1,0,1,0,0
1127,25,1,1,1,1,0,1,0,0
1128,35,1,1,1,1,0,1,0,0
1129,7,1,1,1,1,0,1,0,0
1130,36,1,1,1,1,0,1,0,0
1131,31,1,1,1,1,0,1,0,0
1132,16,1,1,1,1,0,1,0,0
1133,4,1,1,1,1,0,1,0,0
1134,4,1,1,1,1,0,1,0,0
1135,3,1,1,1,1,0,1,0,0
1136,36,1,1,1,1,0,1,0,0
1137,10,1,1,1,1,0,1,0,0
1138,11,1,1,1,1,0,1,0,0
1139,34,1,1,1,1,0,1,0,0
1140,5,1,1,1,1,0,1,0,0
1141,4,1,1,1,1,0,1,0,0
1142,4,1,1,1,1,0,1,0,0
1143,5,1,1,1,1,0,1,0,0
1144,18,1,1,1,1,0,1,0,0
1145,4,1,1,1,1,0,1,0,0
1146,33,1,1,1,1,0,1,0,0
1147,29,1,1,1,1,0,1,0,0
1148,21,1,1,1,1,0,1,0,0
1149,1,1,1,1,1,0,1,0,0
1150,33,1,1,1,1,0,1,0,0
1151,9,1,1,1,1,0,1,0,0
1152,35,1,1,1,1,0,1,0,0
1153,9,1,1,1,1,0,1,0,0
1154,6,1,1,1,1,0,1,0,0
1155,11,1,1,1,1,0,1,0,0
1156,31,1,1,1,1,0,1,0,0
1157,6,1,1,1,1,0,1,0,0
1158,36,1,1,1,1,0,1,0,0
1159,24,1,1,1,1,0,1,0,0
1160,32,1,1,1,1,0,1,0,0
1161,20,1,1,1,1,0,1,0,0
1162,32,1,1,1,1,0,1,0,0
1163,34,1,1,1,1,0,1,0,0
1164,28,1,1,1,1,0,1,0,0
1165,16,1,1,1,1,0,1,0,0
1166,24,1,1,1,1,0,1,0,0
1167,28,1,1,1,1,0,1,0,0
1168,10,1,1,1,1,0,1,0,0
1169,11,1,1,1,1,0,1,0,0
1170,9,1,1,1,1,0,1,0,0
1171,23,1,1,1,1,0,1,0,0
1172,20,1,1,1,1,0,1,0,0
1173,21,1,1,1,1,0,1,0,0
1174,23,1,1,1,1,0,1,0,0
1175,1,1,1,1,1,0,1,0,0
1176,8,1,1,1,1,0,1,0,0
1177,10,1,1,1,1,0,1,0,0
1178,35,1,1,1,1,0,1,0,0
1179,19,1,1,1,1,0,1,0,0
1180,19,1,1,1,1,0,1,0,0
1181,17,1,1,1,1,0,1,0,0
1182,11,1,1,1,1,0,1,0,0
1183,26,1,1,1,1,0,1,0,0
1184,36,1,1,1,1,0,1,0,0
1185,19,1,1,1,1,0,1,0,0
1186,2,1,1,1,1,0,1,0,0
1187,16,1,1,1,1,0,1,0,0
1188,9,1,1,1,1,0,1,0,0
1189,22,1,1,1,1,0,1,0,0
1190,21,1,1,1,1,0,1,0,0
1191,34,1,1,1,1,0,1,0,0
1192,31,1,1,1,1,0,1,0,0
1193,17,1,1,1,1,0,1,0,0
1194,36,1,1,1,1,0,1,0,0
1195,8,1,1,1,1,0,1,0,0
1196,14,1,1,1,1,0,1,0,0
1197,20,1,1,1,1,0,1,0,0
1198,22,1,1,1,1,0,1,0,0
1199,15,1,1,1,1,0,1,0,0
1200,30,1,1,1,1,0,1,0,0
1201,1,1,1,1,1,0,1,0,0
1202,4,1,1,1,1,0,1,0,0
1203,17,1,1,1,1,0,1,0,0
1204,22,1,1,1,1,0,1,0,0
1205,24,1,1,1,1,0,1,0,0
1206,25,1,1,1,1,0,1,0,0
1207,3,1,1,1,1,0,1,0,0
1208,4,1,1,1,1,0,1,0,0
1209,10,1,1,1,1,0,1,0,0
1210,21,1,1,1,1,0,1,0,0
1211,1,1,1,1,1,0,1,0,0
1212,2,1,1,1,1,0,1,0,0
1213,25,1,1,1,1,0,1,0,0
1214,21,1,1,1,1,0,1,0,0
1215,8,1,1,1,1,0,1,0,0
1216,27,1,1,1,1,0,1,0,0
1217,9,1,1,1,1,0,1,0,0
1218,9,1,1,1,1,0,1,0,0
1219,23,1,1,1,1,0,1,0,0
1220,34,1,1,1,1,0,1,0,0
1221,17,1,1,1,1,0,1,0,0
1222,35,1,1,1,1,0,1,0,0
1223,22,1,1,1,1,0,1,0,0
1224,36,1,1,1,1,0,1,0,0
1225,34,1,1,1,1,0,1,0,0
1226,2,1,1,1,1,0,1,0,0
1227,37,1,1,1,1,0,1,0,0
1228,21,1,1,1,1,0,1,0,0
1229,26,1,1,1,1,0,1,0,0
1230,34,1,1,1,1,0,1,0,0
1231,3,1,1,1,1,0,1,0,0
1232,31,1,1,1,1,0,1,0,0
1233,12,1,1,1,1,0,1,0,0
1234,20,1,1,1,1,0,1,0,0
1235,8,1,1,1,1,0,1,0,0
1236,22,1,1,1,1,0,1,0,0
1237,1,1,1,1,1,0,1,0,0
1238,24,1,1,1,1,0,1,0,0
1239,9,1,1,1,1,0,1,0,0
1240,30,1,1,1,1,0,1,0,0
1241,37,1,1,1,1,0,1,0,0
1242,23,1,1,1,1,0,1,0,0
1243,2,1,1,1,1,0,1,0,0
1244,37,1,1,1,1,0,1,0,0
1245,9,1,1,1,1,0,1,0,0
1246,6,1,1,1,1,0,1,0,0
1247,11,1,1,1,1,0,1,0,0
1248,27,1,1,1,1,0,1,0,0
1249,21,1,1,1,1,0,1,0,0
1250,17,1,1,1,1,0,1,0,0
1251,32,1,1,1,1,0,1,0,0
1252,4,1,1,1,1,0,1,0,0
1253,27,1,1,1,1,0,1,0,0
1254,27,1,1,1,1,0,1,0,0
1255,27,1,1,1,1,0,1,0,0
1256,6,1,1,1,1,0,1,0,0
1257,31,1,1,1,1,0,1,0,0
1258,17,1,1,1,1,0,1,0,0
1259,5,1,1,1,1,0,1,0,0
1260,13,1,1,1,1,0,1,0,0
1261,11,1,1,1,1,0,1,0,0
1262,15,1,1,1,1,0,1,0,0
1263,10,1,1,1,1,0,1,0,0
1264,10,1,1,1,1,0,1,0,0
1265,25,1,1,1,1,0,1,0,0
1266,30,1,1,1,1,0,1,0,0
1267,17,1,1,1,1,0,1,0,0
1268,13,1,1,1,1,0,1,0,0
1269,37,1,1,1,1,0,1,0,0
1270,4,1,1,1,1,0,1,0,0
1271,34,1,1,1,1,0,1,0,0
1272,3,1,1,1,1,0,1,0,0
1273,13,1,1,1,1,0,1,0,0
1274,21,1,1,1,1,0,1,0,0
1275,4,1,1,1,1,0,1,0,0
1276,24,1,1,1,1,0,1,0,0
1277,1,1,1,1,1,0,1,0,0
1278,26,1,1,1,0,0,0,0,0
1279,27,1,1,1,0,0,0,0,0
1280,7,1,1,1,0,0,0,0,0
1281,33,1,1,1,0,0,0,0,0
1282,8,1,1,1,0,0,0,0,0
1283,22,1,1,1,0,0,0,0,0
1284,10,1,1,1,0,0,0,0,0
1285,8,1,1,1,0,0,0,0,0
1286,4,1,1,1,0,0,0,0,0
1287,31,1,1,1,0,0,0,0,0
1288,18,1,1,1,0,0,0,0,0
1289,23,1,1,1,0,0,0,0,0
1290,2,1,1,1,0,0,0,0,0
1291,9,1,1,1,0,0,0,0,0
1292,9,1,1,1,0,0,0,0,0
1293,14,1,1,1,0,0,0,0,0
1294,20,1,1,1,0,0,0,0,0
1295,35,1,1,1,0,0,0,0,0
1296,3,1,1,1,0,0,0,0,0
1297,12,1,1,1,0,0,0,0,0
1298,8,1,1,1,0,0,0,0,0
1299,27,1,1,1,0,0,0,0,0
1300,19,1,1,1,0,0,0,0,0
1301,37,1,1,1,0,0,0,0,0
1302,30,1,1,1,0,0,0,0,0
1303,35,1,1,1,0,0,0,0,0
1304,31,1,1,1,0,0,0,0,0
1305,26,1,1,1,0,0,0,0,0
1306,20,1,1,1,0,0,0,0,0
1307,23,1,1,1,0,0,0,0,0
1308,22,1,1,1,0,0,0,0,0
1309,30,1,1,1,0,0,0,0,0
1310,35,1,1,1,0,0,0,0,0
1311,4,1,1,1,0,0,0,0,0
1312,31,1,1,1,0,0,0,0,0
1313,8,1,1,1,0,0,0,0,0
1314,6,1,1,1,0,0,0,0,0
1315,23,1,1,1,0,0,0,0,0
1316,14,1,1,1,0,0,0,0,0
1317,20,1,1,1,0,0,0,0,0
1318,26,1,1,1,0,0,0,0,0
1319,28,1,1,1,0,0,0,0,0
1320,19,1,1,1,0,0,0,0,0
1321,20,1,1,1,0,0,0,0,0
1322,12,1,1,1,0,0,0,0,0
1323,32,1,1,1,0,0,0,0,0
1324,25,1,1,1,0,0,0,0,0
1325,31,1,1,1,0,0,0,0,0
1326,20,1,1,1,0,0,0,0,0
1327,28,1,1,1,0,0,0,0,0
1328,34,1,1,1,0,0,0,0,0
1329,20,1,1,1,0,0,0,0,0
1330,33,1,1,1,0,0,0,0,0
1331,16,1,1,1,0,0,0,0,0
1332,4,1,1,1,0,0,0,0,0
1333,1,1,1,1,0,0,0,0,0
1334,2,1,1,1,0,0,0,0,0
1335,28,1,1,1,0,0,0,0,0
1336,10,1,1,1,0,0,0,0,0
1337,17,1,1,1,0,0,0,0,0
1338,21,1,1,1,0,0,0,0,0
1339,12,1,1,1,0,0,0,0,0
1340,9,1,1,1,0,0,0,0,0
1341,27,1,1,1,0,0,0,0,0
1342,23,1,1,1,0,0,0,0,0
1343,30,1,1,1,0,0,0,0,0
1344,6,1,1,1,0,0,0,0,0
1345,16,1,1,1,0,0,0,0,0
1346,30,1,1,1,0,0,0,0,0
1347,4,1,1,1,0,0,0,0,0
1348,7,1,1,1,0,0,0,0,0
1349,3,1,1,1,0,0,0,0,0
1350,10,1,1,1,0,0,0,0,0
1351,33,1,1,1,0,0,0,0,0
1352,21,1,1,1,0,0,0,0,0
1353,8,1,1,1,0,0,0,0,0
1354,27,1,1,1,0,0,0,0,0
1355,14,1,1,1,0,0,0,0,0
1356,16,1,1,1,0,0,0,0,0
1357,22,1,1,1,0,0,0,0,0
1358,37,1,1,1,0,0,0,0,0
1359,37,1,1,1,0,0,0,0,0
1360,15,1,1,1,0,0,0,0,0
1361,34,1,1,1,0,0,0,0,0
1362,35,1,1,1,0,0,0,0,0
1363,1,1,1,1,0,0,0,0,0
1364,28,1,1,1,0,0,0,0,0
1365,24,1,1,1,0,0,0,0,0
1366,26,1,1,1,0,0,0,0,0
1367,6,1,1,1,0,0,0,0,0
1368,37,1,1,1,0,0,0,0,0
1369,26,1,1,1,0,0,0,0,0
1370,17,1,1,1,0,0,0,0,0
